Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-11-14,Bottoms,2023,https://boxd.it/59YMG1,4.5,,satirical movies are soooo back ,,2023-11-13
2023-11-20,Miss Americana,2020,https://boxd.it/5bRDPn,5,,we need a new documentary of the literal moment this one ended to now bc sooo much has happened ,,2023-11-19
2023-11-21,Kung Fu Panda,2008,https://boxd.it/5cbY2B,4.5,Yes,how is a movie about a panda learning kung fu to beat a leopard so visually beautiful and full of lessons and makes me wanna cry ??,,2023-11-20
2023-11-23,Kung Fu Panda 2,2011,https://boxd.it/5cMf4L,4,Yes,~inner peace~,,2023-11-22
2023-11-29,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5eYf6z,4.5,,his villain origin being his crush left him and haunted him with her voice is modern day i was simp then she left me,in theatres,2023-11-28
2023-12-05,The Hunger Games,2012,https://boxd.it/5gQppD,4,Yes,happy hunger games we are sooo back,,2023-12-04
2023-12-09,The Hunger Games: Catching Fire,2013,https://boxd.it/5ifqvB,5,Yes,"elevator scene, the beautiful arena, if it werent for the baby, finnick, johanna, ugh catching fire you will always be famous",,2023-12-09
2023-12-17,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/5l1hlV,3.5,Yes,as a peeta girly this was just too much gale and not enough peeta (EVERYONE GET YOUR HANDS OFF PEETA) ,,2023-12-16
2023-12-18,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/5ljvWx,4,Yes,"dude this movie is actually really fucking sad

also peeta and finnicks friendship should be talked about more ",,2023-12-17
2023-12-23,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5npvKL,4.5,Yes,snow is so annoying like why is he so rude and a shit friend he infuriates me it’s crazy but also … he so sexy,train time,2023-12-22
2023-12-28,Saltburn,2023,https://boxd.it/5pZxuv,4,,"oh my god. crazy. creepy. weird. but amazing????

also i love a tasteful dance scene",,2023-12-27
2024-01-01,Taylor Swift: The Eras Tour,2023,https://boxd.it/5slYVF,5,Yes,finally watched the ext version but IM STILL WAITING FOR CARDIGAN,,2023-12-31
2024-01-08,Diary of a Wimpy Kid,2010,https://boxd.it/5xgcwx,3,Yes,"more like diary of the most annoying, obsessed with popularity, insecure, jealous person but we can agree, i am the only one that gets comedy",,2024-01-07
2024-01-13,Mean Girls,2024,https://boxd.it/5zLcL3,3.5,,"a fun and funny movie but not necessarily a good movie ... but im biased and still liked it bc ive wanted to watch mean girls on broadway for like 3 years 

alsooooo halloween sequence made the movie for me that was cinema and still gave broadway i was in awe",in theatres,2024-01-12
2024-01-28,The Queen's Gambit,2020,https://boxd.it/5HGRJf,5,Yes,"and what if i DID rewatch mainly for benny ""do you still like my hair?"" watts huh? what about it",,2024-01-28
2024-02-04,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/5L1eGv,4,Yes,exploded diaper by löded diaper would be in my spotify wrapped ,,2024-02-03
2024-03-15,Taylor Swift: The Eras Tour,2023,https://boxd.it/63nyqX,5,Yes,finally cardigan :D !!! and maroon on piano is my new religion,,2024-03-14
2024-04-24,Theater Camp,2023,https://boxd.it/6kV0Td,4,,so whens joan still gonna be on broadway ,,2024-04-23
2024-04-26,Música,2024,https://boxd.it/6lrI1j,3.5,,"im not sure i ""get it"" (im not brazilian) but i see the vision and the editing was really cool",,2024-04-25
2024-04-26,Challengers,2024,https://boxd.it/6lAFsz,4,,they came they served they conquered (each others bodies),in theatres,2024-04-25
2024-04-28,West Side Story,2021,https://boxd.it/6mvWmn,4.5,,"this film is so visually beautiful in the colours, set design, costumes, etc but i cant give it 5 stars bc i just really dont like tony... (TONY tony & his actor)",,2024-04-28
2024-05-18,Challengers,2024,https://boxd.it/6uJH3l,4.5,Yes,SM BETTER ON THE REWATCH!! everyone is so amazing in this movie im obsessedddd,,2024-05-18
2024-05-21,Emma.,2020,https://boxd.it/6w3ubl,3,,"dont know if im stupid, didnt pay enough attention, or distracted by all the pretty people and costumes but it did not feel like this had a lot of plot ",,2024-05-21
2024-05-25,Pinball: The Man Who Saved the Game,2022,https://boxd.it/6xrLOB,4,,this made both 14 yr old teen wolf obsessed me and now challengers/mike faist obsessed me happy (THE STACHE GOES CRAZYY),,2024-05-24
2024-05-26,The Atlantic City Story,2020,https://boxd.it/6xLz3j,2.5,,cake by the ocean GODDAMN,,2024-05-25
2024-05-26,Shiva Baby,2020,https://boxd.it/6xS07p,4,,"as someone with anxiety, i recommend all anxious people to watch this movie nothing could go wrong!",,2024-05-25
2024-05-27,Nerve,2016,https://boxd.it/6yhKpJ,3.5,Yes,that ending was kinda shit but i still like this movie. its so 2016 but thats exactly why i like it ,,2024-05-26
2024-05-28,Up,2009,https://boxd.it/6yZw6L,5,Yes,"""i think the boring stuff is the stuff i remember the most""

what if i said i cried 3 separate times ",,2024-05-27
2024-05-28,Lava,2014,https://boxd.it/6yZRrF,4,Yes,"i remember crying so bad to this in the theatre: it was the short film before inside out, which i of course also cried to ",,2024-05-27
2024-05-28,Bao,2018,https://boxd.it/6z0qCj,5,Yes,"i could write a whole essay about this short film bc of how i a chinese first generation canadian find it relatable to my past (i had a lil rebellious phase and shut my parents out and i regret it so bad), my present (i currently write this in my college town in my college room away from my parents), and my potential future (i dont ever want to lose the relationship i have with my parents and i want them to know i love and appreciate them). its also a generational thing bc my mom said the lady reminded her of my grandma (my dads mom, her mother in law) and she made the best bao. 

people always talk about how asians cant SAY i love you, they just do something for you and the way the mom was so protective of the bao is the exact way my mom is. 

truly i could go on and on about this for a very long time. ",,2024-05-27
2024-05-29,Challengers,2024,https://boxd.it/6zpfcT,4.5,Yes,the irony of smile by lily allen playing in the stanford cafeteria 💀,in theatres,2024-05-29
2024-06-24,Challengers,2024,https://boxd.it/6JFKT7,4.5,Yes,"ROUND FOURRRR
it’s super windy and rainy in my city so i walked out of the theatre and felt like tashi and patrick out in the storm",in theatres,2024-06-23
2024-06-24,Newsies,2017,https://boxd.it/6JOee5,5,,these dancing paper boys should be at the club ,,2024-06-23
2024-06-25,Set It Up,2018,https://boxd.it/6KbLEV,4,Yes,i was half paying attention since this was a rewatch but i will confidently say this is one of the best romcoms in the last 10 years,,2024-06-24
2024-06-25,Sydney White,2007,https://boxd.it/6KbOQ1,2.5,,i think we're ALL a dork ,,2024-06-24
2024-06-26,Not Another Teen Movie,2001,https://boxd.it/6KtppF,3.5,Yes,so fucking stupid that it’s so fucking awesome,,2024-06-25
2024-07-01,Brokeback Mountain,2005,https://boxd.it/6Mycfl,4,,i too would fall in love with anne hathaway at first sight bc who wouldnt when she looked like THAT and did THAT ,,2024-07-01
2024-07-07,Scott Pilgrim vs. the World,2010,https://boxd.it/6P11dJ,5,,this 100% fucks but i also know im biased bc its in toronto (average torontonian experience) ,,2024-07-06
2024-07-08,Lisa Frankenstein,2024,https://boxd.it/6PldvZ,4,,"""you said sisters share! you couldn’t let me have this one thing?!?"" no one said you couldnt share him... ;)",,2024-07-07
2024-07-16,Anyone But You,2023,https://boxd.it/6T6zEl,3,,yes very classic romcom vibes and yes very cringe but also yes a lot of fun ,,2024-07-15
2024-08-01,Mamma Mia!,2008,https://boxd.it/70nzhN,5,Yes,"I WASNT JEALOUS BEFORE WE MET, NOW EVERY MAN THAT I SEE IS A POTENTIAL THREAT 👊👊",,2024-08-01
2024-08-07,Mamma Mia! Here We Go Again,2018,https://boxd.it/72KOqf,4,,really dumb like so stupid but you cant hate abba its too much fun ,,2024-08-05
2024-08-13,No Hard Feelings,2023,https://boxd.it/75CzqP,5,,UM WHY DID I FUCKING LOVE THIS 😭 abf singing and playing maneater on piano save me,,2024-08-12
2024-08-16,The Last Five Years,2014,https://boxd.it/76TYlt,3,,MEN AINT SHIT FUCK THEM ALL,,2024-08-16
2024-08-23,The Maze Runner,2014,https://boxd.it/7aa8wv,4,Yes,i would have a panic attack everyday if i lived there,,2024-08-22
2024-08-25,Maze Runner: The Scorch Trials,2015,https://boxd.it/7aTtK9,3,Yes,the way its called the scorch trials but there is in fact no trial of any sort (forever mad at how much they changed the book story line) ,,2024-08-24
2024-08-26,Maze Runner: The Death Cure,2018,https://boxd.it/7bht2p,4,Yes,ruined me as a 14 yr old and still ruins me today 😭,,2024-08-25
2024-08-27,Divergent,2014,https://boxd.it/7bVlfb,3,,"there will be no further explanation, there will only be DIVERGENT -> literally how i feel rn bc wtf was that plot ",,2024-08-26
2024-08-27,Insurgent,2015,https://boxd.it/7c8g4X,3,,peter you are a very confusing man. i like it ,,2024-08-26
2024-08-27,Allegiant,2016,https://boxd.it/7cb7EN,2,,"1 star for anything four did (esp the shower scene), 1/2 for peter bc hes hilarious, 1/2 for christina telling caleb not to touch her",,2024-08-26
2024-08-28,Challengers,2024,https://boxd.it/7cAItd,4.5,Yes,they all have a biting kink frrr ,,2024-08-27
2024-08-29,John Tucker Must Die,2006,https://boxd.it/7d05kj,3.5,,john tucker isnt even hot ,,2024-08-28
2024-08-30,Pitch Perfect,2012,https://boxd.it/7dbioP,5,Yes,"idc if you ""dont like musicals"" or whatever, if you give this anything less than 4 stars you are boring and not fun",,2024-08-29
