Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-11-23,Wicked,2024,https://boxd.it/bOcY0x,5,Yes,,2025-11-22
2025-11-30,Happiest Season,2020,https://boxd.it/bSrAc1,3,,background noise,2025-11-28
2025-12-01,A Very Jonas Christmas Movie,2025,https://boxd.it/bTKZQ3,3.5,,background noise,2025-11-30
2025-12-23,A Very Jonas Christmas Movie,2025,https://boxd.it/cbgBDL,3.5,Yes,,2025-12-22
2025-12-25,Santa Buddies,2009,https://boxd.it/cdBfgl,,,background noise,2025-12-24
2025-12-26,Noelle,2019,https://boxd.it/ceHl4V,3,,background noise,2025-12-25
2025-12-27,High School Musical,2006,https://boxd.it/cfWm1R,4.5,Yes,,2025-12-26
2025-12-31,Marty Supreme,2025,https://boxd.it/cl4e5R,2.5,,in theatres,2025-12-30
2026-01-10,People We Meet on Vacation,2026,https://boxd.it/cy6A9n,3.5,,,2026-01-09
2026-01-14,Ex Machina,2015,https://boxd.it/cCUvGn,5,Yes,background noise,2026-01-13
2026-01-16,Blue Valentine,2010,https://boxd.it/cEX8UP,3.5,,background noise,2026-01-15
2026-02-04,Zootopia 2,2025,https://boxd.it/cYUCFT,3.5,,in theatres,2026-02-03
2026-02-11,Send Help,2026,https://boxd.it/d56d2l,4.5,,in theatres,2026-02-10
2026-02-14,Miss Congeniality,2000,https://boxd.it/d7l35x,4.5,,train time,2026-02-13
2026-02-22,Kokuho,2025,https://boxd.it/dfbMZn,4,,"in theatres, i cry",2026-02-21
2026-02-26,How to Make a Killing,2026,https://boxd.it/dj6lyP,3.5,,in theatres,2026-02-25
2026-03-19,The Mighty Ducks,1992,https://boxd.it/dA8D59,3,,background noise,2026-03-18
2026-03-30,Ready or Not,2019,https://boxd.it/dKakN1,4,Yes,,2026-03-29
2026-03-30,Pitch Perfect,2012,https://boxd.it/dKjWRj,5,Yes,,2026-03-29
2026-03-30,Pitch Perfect 2,2015,https://boxd.it/dKo5jN,3.5,Yes,,2026-03-29
2026-04-01,Ready or Not 2: Here I Come,2026,https://boxd.it/dLZBCP,3.5,,in theatres,2026-03-31
2026-04-02,Hoppers,2026,https://boxd.it/dMLGDJ,4,,,2026-04-01
2026-04-12,Mulan,1998,https://boxd.it/dVP5xX,4.5,Yes,,2026-04-10
2026-04-23,The Devil Wears Prada,2006,https://boxd.it/e4M07v,5,Yes,,2026-04-21
2026-04-23,Avatar Aang: The Last Airbender,2026,https://boxd.it/e4M0LP,4,,,2026-04-21
2026-04-24,The Last Song,2010,https://boxd.it/e5WvI7,3,,background noise,2026-04-23
2026-04-29,Project Hail Mary,2026,https://boxd.it/e9SxVb,4.5,,in theatres,2026-04-28
2026-04-30,The Greatest Showman,2017,https://boxd.it/eaFJyB,3,Yes,background noise,2026-04-29
2026-05-08,Send Help,2026,https://boxd.it/eh8Vyv,4.5,Yes,background noise,2026-05-07
2026-05-12,"Crazy, Stupid, Love.",2011,https://boxd.it/ekIQ1F,5,Yes,"background noise, we flyin",2026-05-11
2026-05-12,Eternity,2025,https://boxd.it/ekKjtv,3,,"background noise, we flyin",2026-05-11
2026-05-12,Hairspray,2007,https://boxd.it/ekKkSV,4.5,Yes,"we flyin, background noise",2026-05-11
2026-05-29,Pitch Perfect,2012,https://boxd.it/eym8wV,5,Yes,we flyin,2026-05-28
2026-05-29,Superman,2025,https://boxd.it/eymxO1,3.5,,"we flyin, background noise",2026-05-28
2026-06-17,Aladdin,2019,https://boxd.it/ePbeaR,2,,,2026-06-16
2026-06-23,Avengers: Endgame,2019,https://boxd.it/eUd2Sh,4.5,Yes,,2026-06-21
2026-07-22,The Odyssey,2026,https://boxd.it/fn36IV,2.5,,,2026-07-21
2026-07-22,Obsession,2025,https://boxd.it/fn3Bgt,4,,,2026-07-22
2026-08-02,He's Just Not That Into You,2009,https://boxd.it/fAB63N,3,Yes,,2026-08-01
2026-08-17,Camp Rock 3,2026,https://boxd.it/fS9t9b,2,,,2026-08-16
